자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
석문농협카센타,03,,충청남도 당진시 석문면 삼봉리 951-2,37.01312422,126.5381546,1998-07-08,195,03,2011-01-20,,,,,041-353-3309,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
면천카센타,03,충청남도 당진시 면천면 면천로 770,,36.81638647,126.6776489,1998-12-26,99,03,2019-08-22,,,,,041-356-1821,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
오토자동차정비공업사,03,,충청남도 당진시 석문면 교로리 930-9,37.04857886,126.5108344,1998-12-31,1,03,2015-01-30,,,,,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
안터카공업사,03,,충청남도 당진시 신평면 금천리 895-1,36.8836238,126.7690991,1999-10-20,105,03,2011-02-07,,,,,041-362-6221,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
현대자동차부분정비공업사,03,,충청남도 당진시 송산면 금암리 94-1,36.92184612,126.6526118,1999-11-19,175,03,1999-12-03,,,,,041-356-1311,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
국민자동차공업사,03,,충청남도 당진시 송산면 금암리 28,36.92221524,126.6544753,2000-01-11,112,03,2000-01-26,,,,,041-352-7252,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
서해공업사,03,충청남도 당진시 송산면 막부리길 218-1,,36.97884588,126.7110031,2000-07-24,115,03,2018-08-02,,,,,041-352-1255,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
형제카센타,03,충청남도 당진시 송악읍 신평로 1500,,36.93297563,126.7459616,2000-07-24,163,03,2020-03-10,,,,,041-357-6811,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
한관희자동차부분정비공업사,03,,충청남도 당진시 송산면 삼월리 74,36.93823898,126.6833237,2000-09-02,91,03,2000-09-03,,,,,041-353-6997,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
서해카클리닉,03,충청남도 당진시 신평면 신평길 313-7,,36.88092063,126.7950138,2001-05-08,219,03,2013-06-05,,,,,041-363-4242,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
대한카공업사,03,,충청남도 당진시 송악읍 반촌리 792,36.90103031,126.7030317,2001-07-26,30,03,2013-01-30,,,,,041-357-9416,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
신평정밀자동차부분정비공업사,03,,충청남도 당진시 신평면 거산리 456-8,36.88695619,126.7402688,2001-08-13,74,03,2001-07-28,,,,,041-363-4347,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
장승카센터,03,,충청남도 당진시 석문면 삼봉리 966-27,37.01176178,126.5417056,2001-10-26,97,03,2010-07-07,,,,,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
삼봉자동차정비공업사,03,,충청남도 당진시 석문면 삼봉리 957,37.01244027,126.5383294,2001-11-11,67,03,2001-10-26,,,,,041-352-3556,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
예원카서비스센타,03,,충청남도 당진시 정미면 봉생리 346,36.88740537,126.5838855,2001-11-11,154,03,2001-10-26,,,,,041-355-5411,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
현대카센타,03,,충청남도 당진시 석문면 통정리 984-1,36.99860627,126.5690782,2002-03-29,102,03,2002-03-29,,,,,041-352-0815,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
유영자동밋션,03,,충청남도 당진시 송산면 금암리 28,36.92221524,126.6544753,2002-04-07,63,03,2002-03-22,,,,,041-357-6829,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
서동카써비스,03,,충청남도 당진시 합덕읍 운산리 276-2,36.80892429,126.7704087,2002-04-12,1,03,2002-04-12,,,,,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
장서카센타,03,,충청남도 당진시 합덕읍 운산리 52,36.79877454,126.7829799,2002-06-01,138,03,2002-06-01,,,,,041-362-8868,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
동광카센타,03,,충청남도 당진시 송산면 동곡리 93-1,36.96845658,126.6991109,2002-12-30,247,03,2002-12-30,,,,,041-352-7798,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
청우광림부분정비,03,,충청남도 당진시 신평면 신흥리 442-15,36.88032586,126.7859913,2003-03-17,176,03,2013-09-03,,,,,041-363-8971,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
당진 읍내점 현대자동차,03,충청남도 당진시 밤절로 2-36(읍내동),,36.89899282,126.6367904,2003-09-08,387.64,03,2021-05-10,,,,,041-352-8686,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
쌍용종합카센타,03,,충청남도 당진시 합덕읍 운산리 52,36.79877454,126.7829799,2004-04-08,132,03,2014-01-15,,,,,041-363-2677,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
자동차병원,03,,충청남도 당진시 석문면 통정리 352-6,36.97850454,126.5924636,2004-04-08,85,03,2004-04-08,,,,,041-356-9644,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
원당자동차공업사,03,,충청남도 당진시 석문면 통정리 994-6,36.99936096,126.5685176,2004-10-27,1,03,2001-04-25,,,,,041-353-3443,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
재능자동차부분정비공업사,03,,충청남도 당진시 고대면 진관리 231-1,36.91622057,126.6057725,2006-02-14,60,03,2006-02-13,,,,,041-357-2080,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
쌍용자동차당진채운서비스프라자,03,충청남도 당진시 남부로 69(채운동),,36.88473908,126.6240801,2017-05-19,220.9,01,,,,08:00,19:00,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
주공카센터,03,충청남도 당진시 석문면 통정3안길 16,,36.98061244,126.5907877,2017-06-19,138.56,01,,,,,,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
신원상사,03,충청남도 당진시 신평면 독암골길 24-5,,36.89443125,126.731237,2017-07-17,132,01,,,,,,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
자동차방앗간,03,충청남도 당진시 정미면 4.4만세로 677,,36.88484157,126.5641267,2017-08-01,191.18,01,,,,,,041-352-2512,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
서울밧데리,03,충청남도 당진시 남부로 40(채운동),,36.88376767,126.620866,2017-12-29,190.96,01,,,,,,041-355-2473,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
경진카센터,03,충청남도 당진시 면천면 면천로 650-23,,36.81458712,126.6671085,2018-05-14,94.6,01,,,,,,041-352-1611,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
트럭마스터(당진점),03,충청남도 당진시 송악읍 북부산업로 853-14(부곡리853-8),,36.94989696,126.7775129,2018-05-30,416.18,01,,,,,,041-353-0030,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
고대타이어,03,충청남도 당진시 고대면 금암로 414,,36.94631358,126.6219971,2019-02-08,198.48,01,,,,,,041-353-3580,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
대명공업사,03,충청남도 당진시 송악읍 대섬길 4-13,,36.98028414,126.7235084,2019-03-28,160,01,,,,,,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
제일모터스(당진커먼레일),03,충청남도 당진시 원당로 221(원당동),,36.91760728,126.639536,2019-05-01,196,01,,,,09:00,19:00,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
타이어테크당진점,03,충청남도 당진시 시곡로 349(시곡동),,36.90204806,126.683337,2019-06-14,306.28,01,,,,08:30,19:30,041-354-3361,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
형제특장,03,"충청남도 당진시 송악읍 북부산업로 803, B동",,36.94635265,126.7806325,2019-07-19,587.7,01,,,,08:00,18:00,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
송악한국타이어,03,충청남도 당진시 송악읍 신복운로1길 28-2,,36.9429856,126.7842973,2020-01-03,669.48,01,,,,08:00,20:00,041-356-5545,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
현대카케어,03,충청남도 당진시 송산면 북부산업로 1591,,36.97915975,126.7120516,2020-01-30,198.35,01,,,,07:00,18:00,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
당진샵모터스,03,충청남도 당진시 원당로 11(원당동),,36.90369569,126.6397424,2020-05-14,199.5,01,,,,09:00,19:00,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
제일자동차정비공업사,03,충청남도 당진시 시청1로 1(수청동),,36.88974143,126.645971,2020-06-08,199.38,01,,,,08:00,18:30,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
퍼팩트스토리,03,충청남도 당진시 서해로 6197-16(시곡동),,36.90376969,126.6745011,2021-02-18,274.8,01,,,,09:00,18:00,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
TOP MOTORS,03,"충청남도 당진시 운곡로 205, 1층(채운동)",,36.89515473,126.6203377,2021-04-22,265.59,01,,,,08:30,20:00,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
장인모터스,03,충청남도 당진시 밤절로 2-36(읍내동),,36.89899282,126.6367904,2021-05-10,324.64,01,,,,08:30,18:30,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
스마일모터스,03,충청남도 당진시 송악읍 신복운로7길 4-8,,36.94061252,126.7829801,2021-05-28,134.82,01,,,,08:30,20:00,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
지엔모터스,03,충청남도 당진시 서해로 6184(시곡동),,36.9023884,126.6728602,2021-07-23,130.58,01,,,,09:00,18:00,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
TM모터스,04,충청남도 당진시 원당로 127(원당동),,36.91171279,126.6443768,2019-01-17,335.47,01,,,,,,041-357-1833,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
당진엔진보링,04,충청남도 당진시 송악읍 가교1길 250,,36.90170131,126.6878991,2019-06-10,198,01,,,,09:00,18:00,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
신평공업사,01,,충청남도 당진시 신평면 금천리 818-14,36.88413973,126.765262,1995-05-08,1555,03,2013-07-08,,,,,041-363-3900,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
신평AS자동차,01,,충청남도 당진시 신평면 금천리 818-18,36.88428135,126.7643798,1999-12-31,1120,03,2003-05-30,,,,,041-363-3900,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
주식회사 송악서비스,01,충청남도 당진시 송악읍 송악로 574,,36.93471138,126.7359942,2010-10-15,950,03,2019-09-06,,,,,041-354-8272,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
주식회사 원산종합정비,01,충청남도 당진시 신평면 서해로 6872-40,,36.88424901,126.7407973,2012-04-05,1748,03,2014-06-25,,,,,041-362-2244,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
드래곤모터스주식회사,01,충청남도 당진시 석문면 산단4로 258,,37.00227083,126.5861891,2019-06-13,1888,03,2021-01-12,,,08:00,20:00,041-350-1714,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
서해자동차정비,01,충청남도 당진시 신평면 샛터로 14-18,,36.88050306,126.8054656,2008-03-21,407,02,,2020-07-01,,,,041-363-0603,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
신평모터스,03,"충청남도 당진시 신평면 서해로 6923-13, 101동",,36.88574196,126.7454747,2012-04-19,100,01,,,,,,041-362-2226,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
카카오토,03,충청남도 당진시 아미로 785(대덕동),,36.87845898,126.6336557,2012-04-30,106.34,01,,,,,,041-352-5190,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
자동차병원,03,충청남도 당진시 무수동안길 10-20(읍내동),,36.88816491,126.6365518,2012-12-21,198,01,,,,,,041-354-0824,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
자동차마을,03,충청남도 당진시 송악읍 신복운로5길 8,,36.94199367,126.7810418,2013-02-06,99,01,,,,,,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
석문타이어공업사,03,충청남도 당진시 석문면 대호만로 1179,,36.98650475,126.5849924,2013-02-13,198,01,,,,,,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
현대밧데리,03,충청남도 당진시 서부로 21(채운동),,36.88539066,126.6295885,2013-05-22,97.59,01,,,,,,041-355-2006,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
친구카센터,03,충청남도 당진시 송악읍 신평로 1500,,36.93297563,126.7459616,2013-05-27,163,03,2022-03-02,,,,,041-357-6411,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
한진카센타,03,충청남도 당진시 송악읍 부곡공단로 346,,36.96755217,126.7791282,2013-08-27,135,01,,,,,,041-358-3009,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
서해종합타이어,03,충청남도 당진시 송악읍 고대공단2길 3-24,,36.98134574,126.7385969,2014-01-15,462.87,01,,,,,,041-352-1255,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
한일카에어컨,03,충청남도 당진시 정미면 상구실로 214,,36.88589621,126.5901846,2014-01-27,36.9,01,,,,,,041-355-5172,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
J카써비스,03,충청남도 당진시 합덕읍 덕평로 428,,36.79908977,126.7835815,2014-01-27,129.91,01,,,,,,041-363-2677,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
애니카랜드 시곡점(순수카서비스),03,충청남도 당진시 서해로 6117-7(시곡동),,36.90314163,126.665868,2014-03-24,138.96,01,,,,,,041-357-5559,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
선호카센타,03,충청남도 당진시 송산면 송산로 1077,,36.97654506,126.6844947,2014-04-18,120.53,01,,,,,,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
터미널카센터,03,,충청남도 당진시 우강면 송산리 404-19,36.81067906,126.7757641,2015-01-14,76,01,,,,,,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
삼봉카센타,03,,충청남도 당진시 석문면 삼봉리 964-3,37.01245053,126.5398816,2015-04-01,199,01,,,,,,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
세계모터스,03,,충청남도 당진시 원당동 387,36.9056599950,126.6478627,2015-04-14,70,01,,,,,,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
부광카공업사,03,충청남도 당진시 송산면 틀모시로 1131,,36.92943647,126.681453,2015-06-08,60,01,,,,09:00,19:00,041-357-7881,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
태훈모터스,03,,충청남도 당진시 송산면 삼월리 8-2,36.94400093,126.6811153,2015-09-24,118.4,01,,,,,,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
석문공단자동차,03,충청남도 당진시 석문면 산단3로4길 13-22,,36.99849232,126.5944293,2015-11-10,166.06,01,,,,,,041-350-4525,충청남도 당진시청,041-350-4525,2022-12-01,5680000,충청남도 당진시
