차종,연비,이미지
2023 푸조 508,17.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230829_119%2Fauto_1693275326965QRMuR_PNG%2F20230829111515_0y1aptk9.png
2019 쉐보레 볼트 EV,5.5km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190527_132%2Fauto_1558936343717YWMNg_PNG%2F20190527145202_bz2DxAhc.png
2020 쉐보레 볼트 EV,5.4km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200609_111%2Fauto_1591666210827jHHHg_PNG%2F20200609102958_JdUuQddI.png
2006 사브 9-3,12.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_200%2Fauto_1497939290043nyXz4_PNG%2F12607_2006__9-3.png
2018 스바루 XV,40.9mpg,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180906_167%2Fauto_1536192886425PdVPg_PNG%2F20180906091418_pBJGvLdS.png
2024 푸조 5008,12.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20231122_101%2Fauto_1700633082425wkY9f_PNG%2F20231122150414_D3SLtPjr.png
2025 토레스 EVX,4.8km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250403_197%2Fauto_1743656333870E6BP4_PNG%2F20250403135837_u2NsShUP.png
2015 볼보 V40 크로스 컨트리,16.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_100%2Fauto_1495799756388urFoz_PNG%2F56469_2015__V40_.png
2013 미니 컨트리맨 SD,14.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_28%2Fauto_14960484017822NeCb_PNG%2F28417_2013__.png
2016 피아트 500e,112km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_98%2Fauto_14955442274322hsDj_PNG%2F63187_2016__500e.png
2021 푸조 3008,15.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210510_271%2Fauto_1620611661841Pvwpf_PNG%2F20210510105411_7tkbw9N1.png
2008 포드 스포츠 트랙,6.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_299%2Fauto_1497939395882ArgzN_PNG%2F10987_2008___.png
2010 캐딜락 CTS,8.8~9.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201022_251%2Fauto_16033531646000u0Vf_PNG%2F20201022165242_Wil1XuKD.png
2007 폭스바겐 파사트 바리안...,13.6~13.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_55%2Fauto_14979392719590q6lU_PNG%2F11620_2007___.png
2017 렉서스 IS,10.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201221_224%2Fauto_1608535166562SHQMg_PNG%2F20201221161924_gq8bsA8f.png
2012 미니 컨트리맨 SD,13.6~14.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_208%2Fauto_1496048161001KE87M_PNG%2F17994_2012__.png
2018 볼보 XC40,10.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180625_226%2Fauto_1529912414645KcIe2_PNG%2F20180625164004_NeAB71Gx.png
2018 메르세데스-벤츠 GLA,10.5~11.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190404_153%2Fauto_15543508971739L4Al_PNG%2F20190404130650_yXGgAdyZ.png
2015 푸조 308 GT,4~5.6ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_296%2Fauto_1495798200422fgcaA_PNG%2F57941_2015__308_GT.png
2010 메르세데스-벤츠 C클래...,9.1~15.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_250%2Fauto_1496110831303uImHy_PNG%2F10323_2010__C.png
2019 쏘울 부스터 EV,5.4km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190114_148%2Fauto_1547455145087fLsfD_PNG%2F20190114173837_fqLengpJ.png
2022 EV6,4.6~5.6km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210331_252%2Fauto_16171514123319WLBp_PNG%2F20210331094330_Cj8sYitT.png
2023 메르세데스-벤츠 A클래...,11.2~16.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220921_33%2Fauto_1663745815754ddCgH_PNG%2F20220921163646_Mwt4UHSy.png
2024 토요타 프리우스 플러그...,19.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20231213_239%2Fauto_1702428714401Y61Hb_PNG%2F20231213095143_mrfOWoCw.png
2015 포드 에스맥스,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_3%2Fauto_1495798400629ATXNj_PNG%2F54937_2015__S_MAX.png
2007 사브 9-5,8.3~8.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_210%2Fauto_1497939310972IaCPB_PNG%2F11913_2007__9-5.png
2012 캐딜락 CTS,8.6~8.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201022_27%2Fauto_1603353180991czJNi_PNG%2F20201022165259_9pI1N4D0.png
2015 볼보 S60,10.6~17.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_13%2Fauto_1495798329449BeBpz_PNG%2F54015_2015__S60.png
2016 볼보 V60,14.6~14.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_105%2Fauto_1495544236735N6ARB_PNG%2F62219_2016--V60.png
2013 캐딜락 CTS,8.6~8.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201022_105%2Fauto_1603353189315p1rMS_PNG%2F20201022165307_ZmHju2aR.png
2019 지프 랭글러 2도어,8.7~9.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190417_105%2Fauto_1555467809923Y53eD_PNG%2F20190417111529_Q7HE0AnI.png
2020 지프 체로키,8.1~9.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210928_59%2Fauto_1632810902518SnMbU_PNG%2F20210928153500_gpRVcQsC.png
2021 푸조 E-2008,4.3km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210201_78%2Fauto_1612149582149vh30T_PNG%2F20210201121930_6l3PTKIk.png
2022 미니 컨트리맨 D,14.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210915_122%2Fauto_1631680572141lmCGq_PNG%2F20210915133558_aY1CraOC.png
2022 렉서스 UX 하이브리드,15~16.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20211214_202%2Fauto_163946130403843FiW_PNG%2F20211214145500_eaYys0Pi.png
2023 니로 EV,5.3km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20211126_194%2Fauto_1637901584713poztH_PNG%2F20211126133926_KGNooVL6.png
2010 미니 해치백 JCW,12.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170821_157%2Fauto_1503298932647S1hGx_PNG%2F20170821160149_AzqM9SlO.png
2008 푸조 307 CC,10km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_25%2Fauto_14979393000081kTll_PNG%2F10923_2008__307_.png
2015 아우디 A4,10~16.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_108%2Fauto_1495798375906v8I0k_PNG%2F55033_2015__A4.png
2015 BMW 3시리즈,11.4~19.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_154%2Fauto_1495798170810NrRGy_PNG%2F58113_2015_BMW_3.png
2018 코나 일렉트릭,5.6km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180411_172%2Fauto_1523417657359OnBTE_PNG%2F20180411123404_4M8y9WYW.png
2008 렉서스 IS,11.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201222_272%2Fauto_1608599445858NH6UM_PNG%2F20201222101043_I5WEsl2E.png
2022 혼다 어코드 하이브리드,17.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220310_260%2Fauto_1646886732141rhdrf_PNG%2F20220310133202_fF4hHeBJ.png
2018 토요타 크라운,12.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20181122_260%2Fauto_1542865761086czyKj_PNG%2F20181122144839_FBCrbMtc.png
2020 아우디 Q3,14.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200519_73%2Fauto_1589878777931x7DuO_PNG%2F20200519175927_q3GJMgVL.png
2020 씨드 SW 플러그인 하이...,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200120_173%2Fauto_1579489502888XiOQf_PNG%2F20200120120445_CDrJbaD3.png
2014 제네시스,8.5~9.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191219_204%2Fauto_15767647070650tJtz_PNG%2F20191219231145_W6LO18FD.png
2025 EV6,4.9~5.3km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240514_227%2Fauto_1715648708856oK00k_PNG%2F20240514100457_jYsRIyCH.png
2020 혼다 파일럿,21~23mpg,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190730_233%2Fauto_15644489264674mgRX_PNG%2F20190730100753_W9GpWFL4.png
2014 포드 퓨전 하이브리드,17.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_262%2Fauto_14960490495928hotp_PNG%2F55487_2014___.png
2020 폭스바겐 골프 에스테이...,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200909_39%2Fauto_1599624431431Cj7TU_PNG%2F20200909130700_fqpjxnAN.png
2023 BYD T4K,2.6km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20231213_298%2Fauto_1702441180250kDQko_PNG%2F20231213131926_ErI9eUwt.png
2024 BYD T4K,2.6km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241205_272%2Fauto_17333622433530P8NM_PNG%2F20241205103033_6HSSamev.png
2015 카니발 하이리무진,8~10.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190829_208%2Fauto_1567057007220bh75V_PNG%2F20190829143645_XLwBdPq5.png
2021 볼보 XC40,10.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200819_123%2Fauto_15978243080597DPF6_PNG%2F20200819170457_RR53rXYm.png
2022 볼보 XC40,10.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220114_189%2Fauto_1642121320693zlozU_PNG%2F20220114094828_nYwZVzlE.png
2024 미니 해치백 S,12.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230613_296%2Fauto_1686641738868xGMT5_PNG%2F20230613163530_0S2RO5qK.png
2019 포드 익스플로러,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220811_48%2Fauto_166019656061057fHD_PNG%2F20220811144239_zkg75Sre.png
2011 메르세데스-벤츠 C클래...,9.1~16.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_265%2Fauto_1496047882813axtJe_PNG%2F15625_2011__C.png
2014 토요타 아발론,9.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_224%2Fauto_1496049025924EG9QF_PNG%2F19111_2014__.png
2017 인피니티 Q50 하이브리...,12km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_17%2Fauto_1495545872342a3fpl_PNG%2F68121_2017--Q50S-.png
2020 미니 클럽맨 S,10.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191021_223%2Fauto_1571629662906UEc3W_PNG%2F20191021124733_nEeklsSV.png
2008 메르세데스-벤츠 C클래...,9.1~12.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_214%2Fauto_1497939420166dBVLT_PNG%2F11355_2008__C.png
2009 아우디 A4,10~12.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_149%2Fauto_14961103518289w1M5_PNG%2F10661_2009__A4.png
2011 지프 랭글러,7.2~10.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_242%2Fauto_1496047887237MPx74_PNG%2F15086_2011__.png
2013 혼다 크로스투어,9.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_150%2Fauto_1496048407680QTdY2_PNG%2F18923_2013__.png
2013 코란도 투리스모 샤토,10.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190824_153%2Fauto_1566654530995XsRJQ_PNG%2F20190824224816_Db7fEfSa.png
2014 코란도 투리스모 샤토,10.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190824_242%2Fauto_1566654939353MFtFT_PNG%2F20190824225519_fNZ9muSK.png
2020 코나 일렉트릭,5.6km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191231_62%2Fauto_15777776367548udTl_PNG%2F20191231163213_bPY57yME.png
2013 마쯔다 CX-9,18mpg,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_84%2Fauto_1496048317088p3Fwi_PNG%2F29772_2013__CX-9.png
2018 폭스바겐 티구안 올스페...,13.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180703_124%2Fauto_15305822255211Q7uG_PNG%2F20180703104331_VRr0WB14.png
2015 그랜드 스타렉스 리무진,8~9.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190821_191%2Fauto_1566362040491ECjhk_PNG%2F20190821133342_KpmWdRko.png
2021 아이오닉 5,4.5~5.1km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210602_151%2Fauto_1622623687968YLUYW_PNG%2F20210602174805_bdebcapR.png
2024 아이오닉 6,5.5~6.2km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230908_40%2Fauto_1694137242440YwuIn_PNG%2F20230908104033_crzsLzD9.png
2017 아바쓰 500,5.8~6ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20181212_109%2Fauto_1544599335007WIyD9_PNG%2F20181212162057_zi853WCs.png
2011 포드 머스탱 컨버터블,9.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_2%2Fauto_14960478936254bjXR_PNG%2F14390_2011___.png
2011 쉐보레 카마로,9.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_216%2Fauto_14960479074650xLPY_PNG%2F14151_2011_.png
2013 링컨 MKZ,10.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200819_144%2Fauto_15978004536441iXlp_PNG%2F20200819102731_imviDrx9.png
2014 링컨 MKZ,10.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200819_242%2Fauto_15978004649188C1th_PNG%2F20200819102742_QCt3G9ki.png
2024 미니 컨버터블,12.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230613_97%2Fauto_1686640302773kUXS2_PNG%2F20230613161129_hujX7zlN.png
2024 아이오닉 5,4.4~5.2km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240304_98%2Fauto_1709528902943jPoon_PNG%2F20240304140811_eR5d4nKx.png
2019 토요타 아발론 하이브리...,16.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20181107_5%2Fauto_1541554361756ke8MB_PNG%2F20181107103223_iYe13bR1.png
2020 모하비,9.3~9.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200507_73%2Fauto_1588825834050kBILf_PNG%2F20200507132704_olGiR2HF.png
2022 아우디 Q3,14.2~14.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220608_15%2Fauto_1654661346918NUyK9_PNG%2F20220608130812_6pXA7uW4.png
2013 포드 씨맥스 에너지,43mpg,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_190%2Fauto_1496048302740G098Y_PNG%2F29530_2013__C-MAX_.png
